activities_iqr,activities_kurtosis,activities_max,activities_mean,activities_median,activities_min,activities_q1,activities_q3,activities_skewness,activities_std,activities_variance,n_unique_activities
85.5,6.429978291906526,1044,95.98529411764706,16.0,1,3.0,88.5,2.4133141131448146,165.80305846244735,27490.65419550173,272
